place_id,zipcode,property_type,apartment_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJaTaiAh_j9IgRoxEeIFC1WAo,30320,apartment_complex,Embarcadero Club Apartments,33.62314,-84.460995,http://www.liveatembarcaderoclub.com/,"2210 Sullivan Rd, College Park, GA 30337, USA",https://maps.google.com/?cid=745545094070669731,(866) 591-3984
ChIJ2-HJchjj9IgRGmw19ul-F3Q,30320,apartment_complex,Alexandria Landing,33.618212,-84.4598244,,"2135 Godby Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=8365294376187161626,(404) 762-6620
ChIJh_Eywm799IgR3qN_J95sk9g,30320,apartment_complex,Bell Hartsfield,33.654695,-84.410599,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Hartsfield/,"3640 S Fulton Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=15605936835170116574,(404) 209-8770
ChIJo8Ve28z89IgRuJFuFgsjex4,30320,apartment_complex,The Legacy Apartment Homes,33.6109225,-84.4377583,http://legacyapartmentliving.com/,"5239 Riverdale Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=2196387773801206200,(770) 996-6812
ChIJcfnlGTrj9IgRJz24JmspOqo,30320,apartment_complex,West Cove,33.6114765,-84.4500374,,"5271 W Fayetteville Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=12266162075284815143,(770) 991-3301
ChIJ543ZSbPi9IgRVhYANtrcV14,30320,apartment_complex,Princeton Court Apartments,33.656241,-84.4385811,http://www.liveatprincetoncourt.com/,"3633 Howard Dr, College Park, GA 30337, USA",https://maps.google.com/?cid=6798144992306009686,(404) 768-9332
ChIJFR8wgpji9IgR3aIvnCquR20,30320,apartment_complex,Rugby Valley Apartments,33.6645759,-84.4593979,http://www.rugbyvalleyapts.com/,"2165 W Rugby Ave, College Park, GA 30337, USA",https://maps.google.com/?cid=7874453971512828637,(404) 209-9600
ChIJ543ZSbPi9IgRHdOEYrz80w8,30320,apartment_complex,Norsouth,33.6557356,-84.4383343,http://www.norsouth.com/,"1503 Temple Ave, College Park, GA 30337, USA",https://maps.google.com/?cid=1140533016691790621,(404) 768-4276
ChIJh3zVnsn89IgRAz3kZZRULOM,30320,apartment_complex,Brookside Apartments,33.6063701,-84.4318552,http://www.lincolnapts.com/,"5420 Riverdale Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=16369551741926259971,(770) 996-1377
ChIJsewkYZvi9IgR1QoHNL9z-gg,30320,apartment_complex,Stonetree Apartments,33.6661898,-84.4682787,http://www.jamcoproperties.com/contact_leasing/21/Stonetree-Apartments,"2414 Stone Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=646956761529912021,(888) 656-0342
ChIJ2e4G7J_i9IgRincdA8V92Fg,30320,apartment_complex,The Lexington Apartments,33.6716641,-84.4604825,http://www.jamcoproperties.com/property.jsp?catid=28,"3073 Washington Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=6402005155421452170,(404) 761-6446
