place_id,zipcode,property_type,apartment_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJC9bIKP8F9YgRNoJ0K-lXbyA,30324,apartment_complex,32 Hundred Lenox Apartments,33.843827,-84.358936,http://www.bellapartmentliving.com/ga/atlanta/32-hundred-lenox/,"3200 Lenox Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=2337183390596629046,(404) 261-3037
ChIJJazUEhMG9YgRFfkfCsINlQA,30324,apartment_complex,Briarhill Apartments,33.826112,-84.339423,http://www.briarhillapts.com/,"1470 Sheridan Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=41954898574571797,(404) 634-5891
ChIJ85HlDMEF9YgR0Nmz-e-au2g,30324,apartment_complex,eon at Lindbergh,33.8226793,-84.3715547,http://www.berkshirecommunities.com/apartments/ga/atlanta/eon-at-lindbergh/,"2450 Camellia Ln NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7546795956066572752,(404) 907-1540
ChIJy3eQeDME9YgR7E8mulg4bpY,30324,apartment_complex,Ansley Forest Apartments,33.799269,-84.369418,http://www.ansleyforestapartments.com/,"1616 Piedmont Ave NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=10839663306858713068,(404) 875-4702
ChIJdy2CbMgF9YgR3czre4qxDCs,30324,apartment_complex,Marquis Midtown District,33.8118068,-84.3738025,http://www.mqmidtowndistrict.com/,"415 Armour Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=3102049451694083293,(404) 369-0095
ChIJSxVG_rUF9YgRuXBmU2Vjwb4,30324,apartment_complex,Gables Midtown,33.8077362,-84.3752962,http://www.gables.com/midtown,"1925 Monroe Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=13745376824553533625,(404) 532-1925
ChIJ2RRfP8MF9YgRCKQkvnkAn20,30324,apartment_complex,AMLI Lindbergh,33.8200518,-84.3652811,http://www.amli.com/apartments/atlanta/Buckhead/Atlanta/lindbergh,"2400 Parkland Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7899032794312254472,(404) 267-1013
ChIJzZBrQcEF9YgR5Kubbeiim0U,30324,apartment_complex,Post Lindbergh,33.8195906,-84.3716147,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Lindbergh,"485 Lindbergh Pl NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=5015781729162210276,(404) 233-9918
ChIJz1AoBcQF9YgRwVAr1QKMmns,30324,apartment_complex,Tuscany at Lindbergh Apartments,33.8182433,-84.3689278,http://venterraliving.com/tuscanyatlindbergh/rent_pricing_availability?id=GA4TUGGM,"600 Garson Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=8906585156872786113,(404) 845-7838
ChIJG3k3Aw0G9YgRGSM3h6zldH0,30324,apartment_complex,Morgan Place Apartment Homes,33.826347,-84.344988,http://www.morganplaceapts.com/,"1680 Chantilly Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9040102881205101337,(404) 998-5264
ChIJ__Xc_XQG9YgRlsRhrX64StQ,30324,apartment_complex,CB Lofts,33.82108,-84.352261,http://www.cblofts.com/,"2430 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=15297241938531566742,(404) 315-6115
ChIJ8WTkOdgF9YgR80zz6-QWbxE,30324,apartment_complex,Bell Cheshire Bridge Apartments,33.8133256,-84.3545431,http://www.bellapartmentliving.com/GA/Atlanta/Bell-Cheshire-Bridge/,"2124 Cheshire Bridge Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=1256247993526602995,(404) 929-9289
ChIJzRHoqeEF9YgRg7ONTjNe_18,30324,apartment_complex,Avana Lenox,33.8263022,-84.3571418,http://www.avanalenox.com/,"925 Canterbury Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=6917351127118623619,(404) 233-5900
ChIJr1bajcEF9YgRpfDHSnEViwE,30324,apartment_complex,Uptown Square Apartments,33.8230663,-84.3707341,http://www.uptownsquareatlanta.com/,"508 Main St NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=111206192130814117,(404) 846-6091
ChIJGaBh5c8F9YgRlQDyTXLXnKw,30324,apartment_complex,Optimist Lofts,33.8127286,-84.3666448,http://www.optimistlofts.com/,"2115 Piedmont Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=12438053156824416405,(404) 721-4746
ChIJ803JhhQG9YgR9zyh4BchJWY,30324,apartment_complex,Gables Sheridan,33.825548,-84.338077,http://www.gables.com/sheridan,"1514 Sheridan Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=7360325552443571447,(404) 679-5600
ChIJsdUFTOgF9YgRHdpLgCzkB70,30324,apartment_complex,The Peninsula at Buckhead,33.824901,-84.366746,http://www.peninsulabuckhead.com/,"2591 Piedmont Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=13621106477787503133,(404) 231-0003
ChIJk77_iAoG9YgRNCrAR0QzDDM,30324,apartment_complex,Lenox Woods Apartments,33.8163928,-84.3517935,http://www.fifecoproperties.com/Apartments/module/property_info/property[id]/8111/,"2255 Lenox Rd NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=3678371364009421364,(404) 329-1552
ChIJfW3-t9wF9YgRjHlBXPjRgXA,30324,apartment_complex,Sorelle Apartments,33.820331,-84.364667,http://www.sorelleapartments.com/,"2399 Parkland Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=8106991668873492876,(404) 948-1006
ChIJnevENckF9YgRvSn2EidUg4A,30324,apartment_complex,Monroe Place Apartments,33.809322,-84.370236,http://www.monroeplace.com/,"2000 Monroe Pl NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9260337785602451901,(404) 874-2112
ChIJJZqElWEG9YgR6Ngn9b7K3D4,30322,apartment_complex,Campus Crossings at Briarcliff,33.802469,-84.337145,http://www.livebriarcliff.com/,"1659 Briarcliff Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=4529718246733502696,(844) 792-5107
ChIJATqOpFgG9YgRK2_eyZI1qjU,30322,apartment_complex,Gables Emory Point,33.8019505,-84.3278053,http://www.gables.com/emorypoint,"855 Emory Point Dr, Atlanta, GA 30329, USA",https://maps.google.com/?cid=3866962134619287339,(404) 486-0671
ChIJkcHkLvgG9YgRzbaHxVmKuJo,30322,apartment_complex,Clifton Towers,33.7977256,-84.3222014,,"1501 Clifton Rd, Atlanta, GA 30322, USA",https://maps.google.com/?cid=11148812995726390989,
ChIJB8TKDWcG9YgRFb5zVMPFunE,30322,apartment_complex,The Atlantic Briarcliff Apartment Homes,33.809435,-84.333717,http://www.atlanticbriarcliffliving.com/,"1901 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8195079914680204821,(404) 320-1953
ChIJhWLSGIwG9YgR5WcZORRvFJo,30322,apartment_complex,Highland Square,33.792925,-84.337772,http://www.highlandsquareatlanta.com/,"1400 Briarcliff Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=11102621114023110629,(404) 888-9300
ChIJu5CdSV8G9YgRB-0bBA7revs,30322,apartment_complex,Emory Point,33.8013363,-84.3282381,http://emory-point.com/,"1520 Avenue Pl, Atlanta, GA 30329, USA",https://maps.google.com/?cid=18121054496109620487,(678) 686-3106
ChIJ6W_0F6oH9YgROuBqazgSDRA,30322,apartment_complex,Clairmont Reserve,33.8008602,-84.3082253,http://www.clairmontreserve.com/,"1575 Clairmont Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=1156600712833720378,(404) 315-8101
ChIJV5SX-aoH9YgRS3Dh9N7VMr4,30322,apartment_complex,Highland Lake Apartments,33.802145,-84.309283,http://www.highlandlake-apts.com/,"10 Highland Lake Cir, Decatur, GA 30033, USA",https://maps.google.com/?cid=13705251769609711691,(404) 467-2104
ChIJjecqBo8G9YgRqaw1fjh8UMU,30322,apartment_complex,Gables Rock Springs,33.7926452,-84.3408159,http://www.gables.com/RockSprings,"550 Rock Springs Ct NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=14218000605686115497,(404) 872-1111
ChIJV5Wf0mgG9YgRmit_ie4TxqQ,30322,apartment_complex,Sloan Square Apartments,33.813791,-84.337529,http://sloansquareliving.com/,"1555 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=11873199382838848410,(404) 320-0439
ChIJC7wmEAQH9YgROuJafMdeXsk,30322,apartment_complex,Gables Montclair,33.7929788,-84.3060532,http://www.gables.com/montclair,"Ladson Ct, Decatur, GA 30033, USA",https://maps.google.com/?cid=14510139260312150586,(404) 321-0167
ChIJsRe5XEIG9YgRe-hoXw3_tFM,30322,apartment_complex,Post Briarcliff,33.8152874,-84.3319085,http://www.postproperties.com/GA/Atlanta/Emory/Post-Briarcliff,"500 Briarvista Way NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=6031726233856305275,(404) 235-3477
ChIJo7CNJwUH9YgR2xhF5Uo0dGA,30322,apartment_complex,The Apartments At President Park,33.788439,-84.3050359,http://www.presidentparkapts.com/,"1231 Clairmont Rd, Decatur, GA 30030, USA",https://maps.google.com/?cid=6950237621218253019,(844) 845-3012
ChIJSV9tUUwG9YgRsrL0aEx5jTo,30322,apartment_complex,Calibre Woods,33.8152886,-84.31689,http://www.calibrewoods.com/,"2075 Lavista Rd, Atlanta, GA 30329, USA",https://maps.google.com/?cid=4219161795001365170,(404) 634-4259
ChIJTbb0pbEH9YgR2kAihVjDDKo,30322,apartment_complex,3131 Apartments - Decatur,33.8122376,-84.3044987,http://www.3131apartments.com/,"3131 N Druid Hills Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=12253383471126429914,(678) 554-4537
ChIJz8w6MGoG9YgRDRiFURwaLns,30322,apartment_complex,Briar Patch Apartments,33.8173195,-84.3357298,,"2182 Briarcliff Rd NE, Atlanta, GA 30329, USA",https://maps.google.com/?cid=8876060624522909709,(404) 633-2680
ChIJIc2D_q0H9YgRVrD1ozvNzhc,30322,apartment_complex,Williamsburg Apartments,33.8100917,-84.3069577,http://www.rentatwilliamsburg.com/,"2001 N Williamsburg Dr, Decatur, GA 30033, USA",https://maps.google.com/?cid=1715534164112289878,(844) 287-2901
ChIJfehHrQUH9YgRKnL4DwGrDhU,30322,apartment_complex,Emory Woods Apartments,33.7915671,-84.3041855,http://www.emorywoods.com,"2085 Powell Ln, Decatur, GA 30033, USA",https://maps.google.com/?cid=1517338145521693226,(404) 634-3777
ChIJeedVRL0H9YgRu5eYFeH-DKU,30322,apartment_complex,Conservatory At Druid Hills,33.811516,-84.291296,http://viridianatlanta.com/,"3421 N Druid Hills Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=11893160958662055867,(866) 205-6563
ChIJ4UZPg4UG9YgRMNUMGkE4r04,30322,apartment_complex,The Sidney at Morningside,33.792966,-84.344309,http://www.thesidneyatl.com/,"1295 E Rock Springs Rd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=5669812308143822128,(404) 875-8436
ChIJs0_Es7ip9YgR8dlA0ZjY-Rk,30002,apartment_complex,Oak Creek Apartments,33.7801149,-84.2481744,http://www.oakcreekapts.org/,"280 Northern Ave, Avondale Estates, GA 30002, USA",https://maps.google.com/?cid=1871765271006468593,(404) 292-9724
ChIJpardO7ip9YgRt7TWKO3wDCk,30002,apartment_complex,Willow Ridge Apartments,33.783778,-84.247377,http://www.visitwillowridge.com/,"3548 Rockbridge Rd SW, Avondale Estates, GA 30002, USA",https://maps.google.com/?cid=2958003956658648247,(404) 254-5288
ChIJ3VvNauyp9YgRRXlKemiVy2M,30002,apartment_complex,Nottingham Forest East Apartments,33.7676033,-84.2530516,,"965 Nottingham Dr, Avondale Estates, GA 30002, USA",https://maps.google.com/?cid=7191005505987967301,(404) 501-0556
ChIJKzR9b6gF9YgRjjr51xqT-Js,30002,apartment_complex,Wesley Townsend Apartments,33.8136609,-84.3943458,http://www.wesleytownsend.com/,"200 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11238894613604940430,(678) 359-4463
ChIJO9W-D6gF9YgR_3x7d31Ib_A,30002,apartment_complex,The Jane Atlanta,33.8133327,-84.3950883,http://www.thejaneatlanta.com/,"214 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=17325145995230280959,(888) 218-0798
ChIJWfvt5QcF9YgRvBaszKADxKI,30002,apartment_complex,CoHo,33.8152131,-84.3972627,http://www.cohoatl.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=11728503318743094972,(855) 269-9069
ChIJ4eCNIKgF9YgReOZ6JpQafwc,30002,apartment_complex,Colonial Homes Apartments,33.815173,-84.39656,http://colonialhomesatlanta.com/,"177 N Colonial Homes Cir NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=540179703910819448,(404) 355-0580
ChIJ--OyBKgF9YgRCbPZqzRI6NQ,30002,apartment_complex,The Monroe,33.813823,-84.395875,http://www.themonroeatlanta.com/,"222 Colonial Homes Dr NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=15341591521696264969,(404) 228-2947
ChIJ-S6Y7hYM9YgRf5YZJaXu9nw,30328,apartment_complex,The Reserve at Ridgewood,33.950676,-84.371709,http://www.aspensquare.com/georgia/sandy-springs/apartments/the-reserve-at-ridgewood,"7100 Roswell Rd, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=9004646898033333887,(888) 448-5272
ChIJkQOvpE4J9YgRVR5zS5M212A,30328,apartment_complex,1160 Hammond Apartments,33.9194605,-84.3483528,http://www.1160hammond.com/,"1160 Hammond Dr NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=6978106153887800917,(770) 766-5537
ChIJyzQbo3MM9YgRKWe4YozhKeM,30328,apartment_complex,Spalding Bridge,33.9608632,-84.3609689,http://www.livespaldingbridge.com/,"47 Spalding Trail NE, Atlanta, GA 30328, USA",https://maps.google.com/?cid=16368862313722701609,(770) 233-7375
ChIJmQiIigkM9YgRzCnoX3duOL4,30328,apartment_complex,Hawthorne Gates,33.951794,-84.3557991,http://www.hawthornegates.com/,"7200 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=13706826924891318732,(770) 394-9555
ChIJFdbmU_gL9YgRywc3Eql5hyY,30328,apartment_complex,Dunwoody Courtyards,33.9436339,-84.3518824,http://www.dunwoodycourtyards.com/,"6873 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=2776321462359230411,(770) 551-9502
ChIJpx0Vo1IJ9YgRspDRNCTBxEs,30328,apartment_complex,Parc at Perimeter Apartment Homes,33.924411,-84.3531299,http://www.parcatperimeter.com/,"6210 Peachtree Dunwoody Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=5459701009529016498,(770) 350-9933
ChIJXdM5CxwM9YgRXERZmRFDgD0,30328,apartment_complex,Park at Abernathy Square Apartments,33.9419667,-84.3682758,http://www.parkatabernathy.com/,"6925 Roswell Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=4431615776198837340,(855) 707-5540
ChIJw8diUbEO9YgRgF9oYHkWOUk,30328,apartment_complex,M789,33.9176361,-84.3601189,http://www.m789atlanta.com/,"789 Hammond Dr NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=5276273149005553536,(404) 692-5161
ChIJFwQu8XkM9YgR3rMXxBjViHk,30328,apartment_complex,Morgan's Landing,33.969459,-84.359112,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4523/,"7843 Roswell Rd, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=8757483777767748574,(888) 510-8556
ChIJobToEGYM9YgROU5Lu-5ulKQ,30328,apartment_complex,Harbor Pointe,33.9728506,-84.3700955,http://www.gscapts.com/apartments/sandy_springs_ga/zip_30350/gsc/4521/,"500 Harbor Pointe Pkwy, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=11859225690396905017,(888) 845-4079
ChIJG92kx8MO9YgRjCqZiUEeji4,30328,apartment_complex,Perimeter Circle Apartment Homes,33.906716,-84.37182,http://liveatperimetercircle.com/,"5470 Glenridge Dr, Atlanta, GA 30342, USA",https://maps.google.com/?cid=3354652039267822220,(888) 501-1956
ChIJZSTHNWYM9YgRpq_i-mk6nOg,30328,apartment_complex,Laurels At Overlook Park Apartments,33.9709269,-84.3730488,http://www.laurels-apts.com/,"415 Morgan Falls Rd, Sandy Springs, GA 30350, USA",https://maps.google.com/?cid=16761336140021280678,(844) 245-0940
ChIJx6S6BWcJ9YgRqSl8cKNcGzs,30328,apartment_complex,Heights Perimeter Center,33.927106,-84.331612,http://www.heightsperimetercenter.com/,"100 Perimeter Trace, Dunwoody, GA 30346, USA",https://maps.google.com/?cid=4259099729645545897,(770) 399-9920
